,character,line
21009,Klaus," Let's say I do leave her here, under your protection, what then? How long before one of you turns her into a vampire? Or worse, how long before she dies caught between your feuding? You see, each one of you truly believes that you're the one that can protect her, and that is simply a delusion. Gentlemen, the worst thing for Elena Gilbert is... the two of you. "
21010,Damon, I'm gonna get some air. 
21011,Elijah, Let me deal with this. 
21012,Klaus, All this talk has made me thirsty. 
21013,Klaus," What do you say Stefan, can I interest you in a little after dinner drink? "
21014,Elena, Thanks for walking me home. 
21015,Matt, Are you doing okay? This has to bring up a lot for you. 
21016,Elena, We've all lost a lot. 
21017,Matt," It's this town, it's messed up. None of us should have to live this way. "
21018,Elena, That's weird. 
21019,Matt, Electricity must be out. 
21020,Elena, Here. 
21021,Elena, I think I have some candles over there. 
21022,Elena, Oh my God! 
21023,Matt, What the hell? 
21024,Elena, Matt? 
21025,Elena," Ric! Oh my god, oh my god, oh my god! "
21026,Matt," No, leave it in! Leave it in! He's lost too much bl*od. I'm gonna call 911. "
21027,Elena," Ric, look at me. Who did this to you? "
21028,Alaric, I don't know. 
21029,Elena," Oh my God, there's a lot of bl*od, Matt! "
21030,Matt," I know, I know, Elena. I know. "
21031,Alaric, You have to k*ll me. 
21032,Elena, What? 
21033,Alaric," Elena, you- you have to k*ll me. "
21034,Elena," Wait, wait, wait, Matt, hang up, hang up. He's right. If he dies a supernatural death, then he'll come back to life and he'll be healed. "
21035,Matt," But, how do you know who did this is supernatural? "
21036,Elena," That's what he's saying, we don't but... I'm the doppelgänger. "
21037,Elena, That makes me supernatural. 
21038,Matt," Elena! No, this is messed up! "
21039,Elena," He's dying, Matt! "
21040,Klaus, Delicious. Aged to perfection. 
21041,Stefan," Well, I guess the only reason you agreed to this evening, Klaus, is to drive a wedge between me and my brother. "
21042,Klaus," Oh no, you're doing that well enough on your own. Because of Elena, you're gonna lose your brother and you'll only have yourself to blame. "
21043,Damon," What do you say, Klaus? It's time for you to put something on the table. We've made our offer, now you counter. "
21044,Klaus," Okay. I offer Elena's future happiness. You see, what she needs right now is to be rid of you lot. And to fall in love with a human, maybe that nice football player, you know the blond one? "
21045,Damon, Matt Donovan? Really? 
21046,Klaus," Yeah, why not? They'll marry, live a long and fruitful life, and pop out a perfect family. "
21047,Stefan," And continue the Petrova bloodline. Every few hundred years, you'll have a new doppelgänger to drain and never run out of hybrids, right Klaus? "
21048,Klaus," Consider it a small return on my investment in her well being. See after you hand me back the coffin, I'll ensure her safety for the rest of her natural life, you know it's what's best for her. "
21049,Klaus," So, what do you say Stefan, do we have a deal? "
21050,Damon, What are you doing? 
21051,Stefan," Nice try, Klaus. But no deal. "
21052,Damon, What are you doing? 
21053,Damon, Stop! 
21054,Klaus," Now, bring me my coffin before I burn him alive. "
21055,Damon, I'll get it. 
21056,Klaus," Go with him, brother, you keep him honest. And when you return, I will make good on my promise to you and I will hand over our family. "
21057,Bill, Hey. 
21058,Caroline, Hey. 
21059,Bill, Your first day at regionals. 
21060,Caroline," Yep. I was afraid to join the squad, but you talked me into it. "
21061,Bill," You had nothing to be afraid of, you were so much better than all those other girls. "
21062,Caroline, How are you feeling? 
21063,Bill, I'm tired. 
21064,Caroline, Can I get you anything? Or um... do you want me to call Steven? 
21065,Bill," No, no, we haven't spoken in a while. Just call him when it's over and the dust is settled, would you? "
21066,Caroline," Listen, listen to me. I know that you think you made your choice, but you can change your mind. You know, you are strong enough to handle being a vampire. I mean, you're the strongest person that I know. "
21067,Bill," Oh, Caroline, my strength is all in my beliefs. Becoming a vampire is wrong, people aren't supposed to cheat death, it's just what I believe. Please respect that. "
21068,Caroline, God. How can you hate who I am so much?! 
21069,Bill," Oh, no, no, no, sweetheart, I don't hate you, I love you. You're strong, you're beautiful, you're good. And even after everything that has happened to you, you are exactly who your mother and I hoped you'd grow up to be. "
21070,Caroline," Please don't leave me, Daddy. Please... please don't leave me. Daddy just don't leave me. "
21071,Bill," Shh. Parents aren't supposed to outlive their children, Caroline. It's okay. "
21072,Bill, This is life. This is what it means to be human. 
21073,Stefan," Go ahead and k*ll me, I know you'll do it when he brings the coffin. "
21074,Klaus," You really have given up, haven't you? Where's the fight? Where's the ripper? "
21075,Klaus, Elijah... why haven't you left? 
21076,Elijah," Where are you manners, brother? We forgot dessert. "
21077,Klaus, What have you done? 
21078,Elijah," What have you done? You see I've learned not to trust your vulgar promises, Klaus. We're doing this on my terms now. "
21079,Klaus, Kol. 
21080,Kol," Long time, brother. "
21081,Klaus," Finn, don't! "
21082,Klaus, Rebekah? 
21083,Rebekah, This is for our mother. 
21084,Elijah, You're free to go. This is family business. 
21085,Matt, He's still out? 
21086,Elena, Caroline called. Her dad died. Will you stay with me? Until he wakes up? 
21087,Matt, Of course. 
21088,Elena, I can't lose anymore family. 
21089,Stefan," Ah, you were right about Elijah. Undaggering him was a smart move. "
21090,Damon," Wow, actual acknowledgement of a job well done. You're going soft, Stefan. "
21091,Stefan," So, I guess I shouldn't thank you for saving me from Klaus? "
21092,Damon," Shut up, you don't get to thank me until I pay you back for all those times you've saved me. "
21093,Stefan, You could have left me there. Klaus would have k*ll me and you would have had Elena all to yourself. 
21094,Damon, I didn't do it on your account. 
21095,Stefan," I love her, Damon. "
21096,Damon, So do I. 
21097,Liz," I looked into it, Elena. Meredith Fell was called into surgery six hours ago. She's been in there ever since. "
21098,Elena, She has an alibi? 
21099,Liz, Iron-tight in an operating room full of witnesses. 
21100,Elena, Then who could it be? 
21101,Liz, I don't know. But the attack on Alaric makes this the third member of the Founder's Council and we just cleared our only suspect. 
21102,Damon, Let's hope big witch and little witch got that coffin open. 
21103,Stefan, Something's gotta make this night worthwhile. 
21104,Stefan, Bonnie? She's still breathing. 
21105,Damon," Mama's still breathing, I can hear her. "
21106,Stefan, Coffin's open. 
21107,Damon," Well, it's not gonna do us any good. Whatever's in it is gone. "
21108,Rebekah," I like what you've done with the new place, Nik. "
21109,Klaus, I wanted it to be for all of us. A place we could all call home. A place we could all be a family. None of us would ever have to be alone again. 
21110,Elijah," Well you're right, none of us will be. "
21111,Finn, You're staying behind. 
21112,Rebekah," We're leaving you, Nik. Right after I k*ll that doppelgänger wench, then you will be alone. Always and forever. "
21113,Klaus," If you run, I will hunt all of you down. "
21114,Elijah, Then you'll become everything you hate. Our father. 
21115,Klaus, I'm the hybrid! I can't be k*ll! I have nothing to fear from any of you. 
21116,Elijah, You will when we have that coffin. 
21117,Rebekah, Mother? 
21118,Esther, Look at me! Do you know why I'm here? 
21119,Klaus, You're here to k*ll me. 
21120,Esther," Niklaus, you are my son and I am here to forgive you. I want us to be a family again."
21121,Matt, How's Mr. Saltzman?
21122,Elena," Resigned to spending the night in observation, so long as I promise to change the lock on the house. So I talked with Bonnie earlier. Her and her mom are fine"
21123,Elena, Have you talked to Caroline?
21124,Matt," Yeah. She's holding it together, considering how close she and her dad used to be. Any word on who was behind all these attacks?"
21125,Elena, No. Sheriff Forbes said that there's no real suspects at all.
21126,Elena," How are you dealing with everything? I mean, you keep getting dragged into all this"
21127,Matt, Honestly... I'm kind of lucky. The only thing that I have to worry about for tomorrow is showing up for my shift at the Grill
21128,Elena, Thank you for everything today. Really
21129,Matt, Get home safe
21130,Elena, Thanks
21131,Rebekah, What? Drive much?
21132,Elena, Rebekah...
21133,Rebekah," Surprised? You drove a dagger through my back, Elena. It hurt"
21134,Rebekah, Elijah
21135,Elijah, Leave
21136,Elijah, Are you challenging me?
21137,Rebekah, You're pathetic
21138,Rebekah, Both of you
21139,Elijah, Well... I believe we have a little catching up to do
21140,Elena, It was their mother Esther who was sealed in that coffin
21141,Stefan, As in the original witch?
21142,Damon, What? How is she even alive? I thought her hybrid freak show of a son ripped her heart out a thousand years ago
21143,Elena," I don't know. I'm guessing she has a couple of connections in the witching community. Elijah said that she wants to live in peace with her family, including Klaus"
21144,Stefan, She was supposed to be the w*apon to help us k*ll Klaus
21145,Elena," Yeah, well, not anymore. At least, not according to Elijah"
21146,Stefan, That coffin was the only thing stopping Klaus from tearing us to shreds
21147,Damon, Anyone else feeling a little used right now?
21148,Elena," Look, Elijah promised me that his family wouldn't hurt any of us. I believe him"
21149,Damon, What is it?
21150,Elena, It's an invitation
21151,Elena," ""Please join the Mikaelson family this evening at seven o'clock for dancing, cocktails, and celebration."""
21152,Stefan, Who the hell are the Mikaelsons?
21153,Elena, The original family
21154,Damon, It's not bad enough they're moving into town. Now they want a housewarming gift?
21155,Elena," Wait. There's a note on the back. ""Elena, I think it's time we finally meet. Esther"""
21156,Kol," Rebekah, tell me how handsome I am"
21157,Rebekah," Ah, Kol, you know I can't be compelled"
21158,Klaus, You went after Elena? What is wrong with you?
21159,Rebekah, Here we go
21160,Klaus, Do you want another dagger in your heart?
21161,Kol, Again with the dagger threats? Don't you have any other tricks?
21162,Klaus," Oh, go back to staring at yourself"
